k,m,success,graph_score,error_stage,error_type,error_message,traceback_file
0,0,1,0.75375665,,,,
0,1,1,0.74161957,,,,
0,2,1,0.75524201,,,,
0,3,1,0.74547294,,,,
0,4,1,0.75770523,,,,
0,5,1,0.75571063,,,,
0,6,1,0.75416538,,,,
0,7,1,0.75640072,,,,
1,0,1,0.63418897,,,,
1,1,1,0.63806220,,,,
1,2,1,0.62587379,,,,
1,3,1,0.63321707,,,,
1,4,1,0.63520180,,,,
1,5,1,0.63483676,,,,
1,6,1,0.62497083,,,,
1,7,1,0.63333349,,,,
2,0,1,0.00000000,,,,
2,1,1,0.00000000,,,,
2,2,1,0.00000000,,,,
2,3,1,0.00000000,,,,
2,4,1,0.00000000,,,,
2,5,1,0.00000000,,,,
2,6,1,0.00000000,,,,
2,7,1,0.00000000,,,,
3,0,1,0.00000000,,,,
3,1,1,0.00000000,,,,
3,2,1,0.00000000,,,,
3,3,1,0.00000000,,,,
3,4,1,0.00000000,,,,
3,5,1,0.00000000,,,,
3,6,1,0.00000000,,,,
3,7,1,0.00000000,,,,
4,0,1,0.66085047,,,,
4,1,1,0.66736749,,,,
4,2,1,0.65970659,,,,
4,3,1,0.66367070,,,,
4,4,1,0.66466207,,,,
4,5,1,0.66450855,,,,
4,6,1,0.66553174,,,,
4,7,1,0.66211188,,,,
5,0,1,0.75239409,,,,
5,1,1,0.74869878,,,,
5,2,1,0.75834564,,,,
5,3,1,0.74713187,,,,
5,4,1,0.74903303,,,,
5,5,1,0.75342177,,,,
5,6,1,0.75134364,,,,
5,7,1,0.75373711,,,,
6,0,1,0.72804568,,,,
6,1,1,0.73119073,,,,
6,2,1,0.72470710,,,,
6,3,1,0.71898334,,,,
6,4,1,0.73334700,,,,
6,5,1,0.72814239,,,,
6,6,1,0.73202154,,,,
6,7,1,0.72696658,,,,
7,0,1,0.61346940,,,,
7,1,1,0.60737637,,,,
7,2,1,0.61356882,,,,
7,3,1,0.60490463,,,,
7,4,1,0.60653981,,,,
7,5,1,0.61072112,,,,
7,6,1,0.60810209,,,,
7,7,1,0.61249109,,,,
