k,m,success,graph_score,error_stage,error_type,error_message,traceback_file
0,0,1,0.63991194,,,,
0,1,1,0.64110235,,,,
0,2,1,0.64385985,,,,
0,3,1,0.64200424,,,,
0,4,1,0.63771564,,,,
0,5,1,0.64200091,,,,
0,6,1,0.64115777,,,,
0,7,1,0.64041324,,,,
1,0,1,0.69398722,,,,
1,1,1,0.69798365,,,,
1,2,1,0.69078869,,,,
1,3,1,0.70480847,,,,
1,4,1,0.69623417,,,,
1,5,1,0.69681367,,,,
1,6,1,0.69978782,,,,
1,7,1,0.69734282,,,,
2,0,1,0.63580007,,,,
2,1,1,0.63266399,,,,
2,2,1,0.63811204,,,,
2,3,1,0.63545346,,,,
2,4,1,0.63362639,,,,
2,5,1,0.63266486,,,,
2,6,1,0.63973282,,,,
2,7,1,0.63961417,,,,
3,0,1,0.66980560,,,,
3,1,1,0.66588362,,,,
3,2,1,0.66972345,,,,
3,3,1,0.66591618,,,,
3,4,1,0.66309484,,,,
3,5,1,0.67068096,,,,
3,6,1,0.67043343,,,,
3,7,1,0.65760091,,,,
4,0,1,0.78478040,,,,
4,1,1,0.79280700,,,,
4,2,1,0.79392944,,,,
4,3,1,0.79420131,,,,
4,4,1,0.79110311,,,,
4,5,1,0.79092935,,,,
4,6,1,0.79282958,,,,
4,7,1,0.78940715,,,,
5,0,1,0.74913729,,,,
5,1,1,0.74875977,,,,
5,2,1,0.74478432,,,,
5,3,1,0.74506397,,,,
5,4,1,0.74222621,,,,
5,5,1,0.74892209,,,,
5,6,1,0.74223545,,,,
5,7,1,0.74724218,,,,
6,0,1,0.65964906,,,,
6,1,1,0.66269891,,,,
6,2,1,0.65730554,,,,
6,3,1,0.66030343,,,,
6,4,1,0.65922940,,,,
6,5,1,0.65288814,,,,
6,6,1,0.66126790,,,,
6,7,1,0.66272235,,,,
7,0,1,0.55720572,,,,
7,1,1,0.55824017,,,,
7,2,1,0.55400275,,,,
7,3,1,0.56188437,,,,
7,4,1,0.56230315,,,,
7,5,1,0.55466055,,,,
7,6,1,0.55074134,,,,
7,7,1,0.55529306,,,,
