k,m,success,graph_score,error_stage,error_type,error_message,traceback_file
0,0,1,0.50879258,,,,
0,1,1,0.50410406,,,,
0,2,1,0.50908200,,,,
0,3,1,0.50740249,,,,
0,4,1,0.49850650,,,,
0,5,1,0.50275452,,,,
0,6,1,0.50349455,,,,
0,7,1,0.50572315,,,,
1,0,1,0.58073417,,,,
1,1,1,0.57699359,,,,
1,2,1,0.58561287,,,,
1,3,1,0.57392666,,,,
1,4,1,0.59006026,,,,
1,5,1,0.57902417,,,,
1,6,1,0.58327384,,,,
1,7,1,0.58039976,,,,
2,0,1,0.73107076,,,,
2,1,1,0.72165719,,,,
2,2,1,0.72046595,,,,
2,3,1,0.72768261,,,,
2,4,1,0.70965566,,,,
2,5,1,0.72895461,,,,
2,6,1,0.72185373,,,,
2,7,1,0.72147621,,,,
3,0,1,0.73677017,,,,
3,1,1,0.73919329,,,,
3,2,1,0.73277470,,,,
3,3,1,0.73614987,,,,
3,4,1,0.73926318,,,,
3,5,1,0.73884069,,,,
3,6,1,0.74156300,,,,
3,7,1,0.73570494,,,,
4,0,1,0.32762768,,,,
4,1,1,0.33187191,,,,
4,2,1,0.32190251,,,,
4,3,1,0.31809202,,,,
4,4,1,0.32641723,,,,
4,5,1,0.32733090,,,,
4,6,1,0.31775111,,,,
4,7,1,0.32500880,,,,
5,0,1,0.75832096,,,,
5,1,1,0.76288062,,,,
5,2,1,0.76260401,,,,
5,3,1,0.76488993,,,,
5,4,1,0.75791726,,,,
5,5,1,0.75781784,,,,
5,6,1,0.76271660,,,,
5,7,1,0.75824114,,,,
6,0,1,0.70290534,,,,
6,1,1,0.69234767,,,,
6,2,1,0.70883454,,,,
6,3,1,0.69566486,,,,
6,4,1,0.68444610,,,,
6,5,1,0.68772213,,,,
6,6,1,0.68853822,,,,
6,7,1,0.69412991,,,,
7,0,1,0.74908525,,,,
7,1,1,0.75211004,,,,
7,2,1,0.75578655,,,,
7,3,1,0.74934055,,,,
7,4,1,0.74932632,,,,
7,5,1,0.75257997,,,,
7,6,1,0.74484980,,,,
7,7,1,0.75327334,,,,
