k,m,success,graph_score,error_stage,error_type,error_message,traceback_file
0,0,1,0.70564481,,,,
0,1,1,0.69872269,,,,
0,2,1,0.69981461,,,,
0,3,1,0.70205936,,,,
0,4,1,0.70128567,,,,
0,5,1,0.70024008,,,,
0,6,1,0.69550701,,,,
0,7,1,0.70745104,,,,
1,0,1,0.58174016,,,,
1,1,1,0.57714390,,,,
1,2,1,0.57648399,,,,
1,3,1,0.58259911,,,,
1,4,1,0.57988970,,,,
1,5,1,0.57273518,,,,
1,6,1,0.58288203,,,,
1,7,1,0.58064218,,,,
2,0,1,0.49925637,,,,
2,1,1,0.50635647,,,,
2,2,1,0.50343516,,,,
2,3,1,0.50541477,,,,
2,4,1,0.50471571,,,,
2,5,1,0.50045588,,,,
2,6,1,0.50919260,,,,
2,7,1,0.51243305,,,,
3,0,1,0.74327427,,,,
3,1,1,0.74362112,,,,
3,2,1,0.74826050,,,,
3,3,1,0.74108232,,,,
3,4,1,0.74232720,,,,
3,5,1,0.74885991,,,,
3,6,1,0.74669368,,,,
3,7,1,0.74038581,,,,
4,0,1,0.63101466,,,,
4,1,1,0.63538028,,,,
4,2,1,0.62465300,,,,
4,3,1,0.63770386,,,,
4,4,1,0.62136655,,,,
4,5,1,0.63282881,,,,
4,6,1,0.63989490,,,,
4,7,1,0.62526551,,,,
5,0,1,0.54241306,,,,
5,1,1,0.54585461,,,,
5,2,1,0.54797540,,,,
5,3,1,0.54709684,,,,
5,4,1,0.54878657,,,,
5,5,1,0.55288337,,,,
5,6,1,0.55251597,,,,
5,7,1,0.55080542,,,,
6,0,1,0.72808362,,,,
6,1,1,0.72802678,,,,
6,2,1,0.73465082,,,,
6,3,1,0.73634894,,,,
6,4,1,0.73132916,,,,
6,5,1,0.73889335,,,,
6,6,1,0.72626751,,,,
6,7,1,0.73398367,,,,
7,0,1,0.70560069,,,,
7,1,1,0.71589580,,,,
7,2,1,0.70625729,,,,
7,3,1,0.71273840,,,,
7,4,1,0.71070090,,,,
7,5,1,0.71290691,,,,
7,6,1,0.70995313,,,,
7,7,1,0.71144588,,,,
